roll,pitch,yaw
0.069738,-0.167413,-1.46888
0.119158,-0.134483,-1.52177
0.143819,-0.108612,-1.53194
0.152095,-0.0715115,-1.52336
0.142751,-0.0247625,-1.50882
0.116462,-0.00665777,-1.47855
0.115781,0.0080303,-1.49063
0.161579,0.0210661,-1.53081
0.181234,0.0318577,-1.53434
0.20954,0.045259,-1.5336
0.224353,0.0334649,-1.52372
0.253161,0.0286591,-1.52205
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.285947,0.0986426,-1.45038
0.288081,0.0906265,-1.45211
0.281383,0.079245,-1.44668
0.259357,0.0656011,-1.44303
0.230971,0.0417022,-1.42006
0.203829,0.032706,-1.41034
0.202731,0.0205197,-1.40237
0.179814,0.0156093,-1.40568
0.154522,0.0267671,-1.38585
0.121676,0.0408932,-1.38848
0.0881982,0.0472866,-1.38043
0.0566709,0.0533906,-1.35595
0.0807147,0.0459899,-1.35507
0.0918884,0.0596859,-1.36963
0.112126,0.0688836,-1.35662
0.13659,0.0771741,-1.34848
0.156857,0.0824766,-1.34819
0.165134,0.0844681,-1.34654
0.180156,0.0887845,-1.3516
0.182343,0.0980022,-1.32494
0.161988,0.100009,-1.32787
0.149378,0.0927046,-1.33827
0.094229,0.0455403,-1.28685
-0.000789478,-0.0162255,-1.1699
-0.0503534,-0.0351268,-1.13579
-0.118762,-0.0568398,-1.08999
-0.203345,-0.0930778,-1.00828
-0.273093,-0.110149,-0.946004
-0.379419,-0.134577,-0.859142
-0.497431,-0.145764,-0.740037
-0.588306,-0.15998,-0.660524
-0.682209,-0.172054,-0.551015
-0.776039,-0.181291,-0.439661
-0.887588,-0.171875,-0.294792
-1.00624,-0.140412,-0.143463
-1.08797,-0.106294,-0.0377541
-1.12629,-0.0842675,0.0341765
-1.14151,-0.0721094,0.0562603
-1.12643,-0.0660051,0.0258114
-1.0782,-0.0804873,-0.0565227
-0.964029,-0.0927744,-0.269535
-0.760962,-0.117062,-0.622295
-0.542838,-0.0392157,-1.08745
-0.351539,0.110587,-1.51787
-0.278247,0.142597,-1.67136
-0.302072,0.160116,-1.67071
-0.38038,0.0887202,-1.58849
-0.44765,0.0165594,-1.49347
-0.518872,-0.0635825,-1.3995
-0.599083,-0.101383,-1.31006
-0.603321,-0.127393,-1.33222
-0.605139,-0.14465,-1.34635
-0.583995,-0.133999,-1.36463
-0.572195,-0.139897,-1.37391
-0.572997,-0.135955,-1.37163
-0.564613,-0.130052,-1.37775
-0.574397,-0.111396,-1.39607
-0.588802,-0.107656,-1.39403
-0.601472,-0.118803,-1.38577
-0.625491,-0.11589,-1.37805
-0.646255,-0.106306,-1.36093
-0.680226,-0.0840043,-1.38687
-0.672111,-0.0965699,-1.49058
-0.682383,-0.152553,-1.61253
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
0.0553481,0.0108355,-1.38731
-0.181657,-0.165857,-1.49369
-0.181888,-0.165855,-1.4929
-0.182354,-0.165718,-1.49215
-0.182461,-0.165977,-1.49309
-0.18286,-0.165855,-1.49138
-0.182544,-0.166264,-1.49261
-0.183422,-0.166223,-1.49168
-0.182678,-0.165595,-1.49279
-0.183028,-0.166008,-1.49226
-0.18247,-0.165881,-1.49206
-0.181578,-0.165837,-1.49185
-0.181576,-0.166214,-1.49145
-0.181376,-0.166414,-1.49203
-0.181907,-0.166279,-1.49158
-0.1817,-0.1658,-1.49294
-0.181043,-0.164824,-1.49236
-0.178955,-0.164294,-1.49399
-0.176764,-0.161399,-1.49355
-0.173711,-0.160434,-1.49453
-0.168532,-0.155285,-1.49876
-0.169778,-0.155051,-1.4988
-0.168118,-0.153022,-1.50128
-0.167515,-0.152673,-1.49997
-0.165796,-0.150727,-1.49997
-0.166827,-0.152821,-1.4992
-0.164347,-0.153044,-1.50225
-0.162415,-0.154646,-1.50211
-0.159232,-0.156038,-1.50525
-0.152345,-0.155917,-1.51115
-0.14491,-0.151777,-1.51818
-0.145083,-0.154775,-1.52191
-0.139905,-0.155631,-1.52948
-0.145459,-0.154111,-1.53157
-0.165082,-0.136874,-1.52075
-0.190741,-0.129627,-1.50612
-0.173067,-0.12549,-1.5341
-0.160821,-0.129189,-1.55205
-0.170311,-0.131619,-1.53638
-0.165242,-0.137794,-1.54111
-0.153301,-0.144429,-1.54908
-0.157483,-0.155023,-1.55518
-0.141849,-0.160927,-1.59164
-0.157606,-0.14819,-1.60998
-0.166393,-0.14556,-1.61766
-0.177262,-0.145372,-1.62179
-0.180414,-0.146808,-1.61619
-0.173268,-0.139604,-1.64576
-0.173174,-0.144858,-1.6538
-0.165333,-0.150918,-1.62527
-0.152824,-0.157462,-1.61658
-0.151482,-0.164743,-1.60787
-0.152156,-0.168363,-1.60503
-0.147533,-0.169873,-1.61419
-0.138213,-0.168005,-1.62008
-0.141454,-0.168269,-1.61635
-0.143334,-0.170525,-1.61692
-0.14149,-0.17764,-1.60343
-0.142939,-0.176577,-1.60177
-0.139198,-0.169712,-1.59336
-0.142183,-0.164468,-1.58632
-0.141036,-0.163859,-1.58734
-0.139354,-0.163876,-1.58529
-0.137238,-0.164626,-1.5875
-0.13698,-0.164135,-1.58784
-0.134246,-0.16432,-1.59057
-0.133786,-0.16474,-1.58976
-0.132357,-0.166218,-1.59037
-0.13071,-0.166496,-1.58732
-0.132414,-0.166337,-1.58317
-0.13539,-0.169933,-1.57889
-0.137016,-0.17215,-1.57615
-0.140636,-0.175814,-1.57207
-0.14234,-0.177484,-1.57022
-0.146549,-0.176578,-1.56691
-0.147728,-0.176048,-1.56643
-0.148359,-0.176028,-1.56468
-0.147229,-0.177919,-1.56277
-0.146163,-0.179167,-1.56157
-0.144675,-0.179723,-1.56098
-0.144841,-0.181734,-1.56099
-0.144776,-0.181881,-1.56111
-0.145856,-0.183299,-1.56105
-0.14806,-0.184008,-1.5602
-0.152694,-0.184716,-1.55797
-0.158983,-0.185148,-1.55402
-0.158963,-0.186037,-1.55418
-0.161167,-0.187046,-1.55056
-0.162553,-0.187677,-1.55332
-0.164499,-0.187826,-1.55285
-0.164913,-0.184477,-1.5549
-0.164477,-0.184125,-1.5526
-0.161419,-0.188432,-1.55197
-0.139801,-0.227373,-1.54313
-0.143349,-0.249409,-1.52542
-0.126338,-0.253904,-1.52347
-0.106026,-0.259862,-1.51897
-0.0784465,-0.268554,-1.51628
-0.0554969,-0.283198,-1.5122
-0.032014,-0.302659,-1.50224
0.0158735,-0.363068,-1.49661
0.099943,-0.444611,-1.49439
0.132752,-0.510702,-1.45011
0.22201,-0.538947,-1.48408
0.281215,-0.53965,-1.51095
0.355076,-0.539952,-1.54534
0.424595,-0.524335,-1.57921
0.492784,-0.497292,-1.61861
0.563777,-0.471092,-1.64726
0.602821,-0.417271,-1.6662
0.624929,-0.362149,-1.67481
0.626985,-0.269918,-1.66232
0.595415,-0.207806,-1.63188
0.588514,-0.162975,-1.6162
0.605315,-0.0870175,-1.62905
0.586975,-0.0255812,-1.62452
0.575924,0.0321834,-1.64809
0.537726,0.0959288,-1.66185
0.485091,0.153875,-1.68539
0.413912,0.204894,-1.68515
0.367377,0.230492,-1.70819
0.31202,0.253833,-1.70837
0.25582,0.272115,-1.72486
0.186673,0.262167,-1.72087
0.0655864,0.252987,-1.7281
-0.00319886,0.264572,-1.72279
-0.0973416,0.268521,-1.71379
-0.165424,0.288415,-1.70534
-0.215493,0.276664,-1.71076
-0.293054,0.262986,-1.68024
-0.403066,0.236125,-1.63754
-0.493737,0.215048,-1.59787
-0.581163,0.190063,-1.57804
-0.662017,0.175117,-1.57361
-0.712954,0.165605,-1.5736
-0.785693,0.149656,-1.54387
-0.828436,0.138867,-1.52907
-0.86758,0.122565,-1.5001
-0.906642,0.118325,-1.4929
-0.939569,0.115548,-1.4904
-0.979397,0.109903,-1.47412
-1.03261,0.10081,-1.45501
-1.08945,0.084675,-1.44058
-1.14371,0.0523822,-1.40965
-1.19167,0.0221547,-1.37914
-1.23395,-0.00305086,-1.34415
-1.25913,-0.037967,-1.29817
-1.27399,-0.0667326,-1.24667
-1.29111,-0.129898,-1.16479
-1.33126,-0.154993,-1.0775
-1.34727,-0.18805,-1.01637
-1.37893,-0.204951,-0.928316
-1.3947,-0.202572,-0.858317
-1.38196,-0.22608,-0.818958
-1.39057,-0.228474,-0.766544
-1.36171,-0.265254,-0.715481
-1.30539,-0.275907,-0.682811
-1.2753,-0.268344,-0.656298
-1.23772,-0.283072,-0.648808
-1.18765,-0.307796,-0.638198
-1.12781,-0.350038,-0.644228
-1.0416,-0.401567,-0.655753
-0.983234,-0.441131,-0.664719
-0.924131,-0.471214,-0.672647
-0.841218,-0.517399,-0.706239
-0.738184,-0.54961,-0.759789
-0.6292,-0.580146,-0.842731
-0.539255,-0.587009,-0.898207
-0.440705,-0.600461,-0.967455
-0.395284,-0.605899,-1.00296
-0.287306,-0.604266,-1.07621
-0.202122,-0.582649,-1.16497
-0.096763,-0.56609,-1.25496
-0.048847,-0.540027,-1.3176
0.0216671,-0.526695,-1.38489
0.0920533,-0.511061,-1.44692
0.124105,-0.503769,-1.48486
0.16872,-0.491231,-1.51971
0.20905,-0.473598,-1.56025
0.271437,-0.438859,-1.6365
0.288358,-0.399211,-1.67398
0.288587,-0.344565,-1.70215
0.307939,-0.289573,-1.74211
0.34474,-0.245183,-1.8015
0.374976,-0.203893,-1.83473
0.397179,-0.18678,-1.86658
0.397669,-0.160655,-1.892
0.383413,-0.143017,-1.91665
0.387708,-0.0989419,-1.9425
0.340666,-0.0688448,-1.93196
0.350977,-0.042005,-1.97053
0.329906,0.00171457,-2.00211
0.325022,0.0235628,-2.01332
0.281728,0.102824,-2.01606
0.220053,0.136578,-2
0.119353,0.185697,-1.97755
0.0706579,0.220505,-1.97162
0.0841598,0.246727,-1.99778
0.0702835,0.271816,-2.00475
0.0818039,0.29966,-2.00945
0.0818064,0.37601,-1.98555
0.0829151,0.384516,-1.98616
0.0955077,0.426141,-2.00559
0.0818346,0.422611,-2.00283
0.0790039,0.429177,-2.00687
0.0905302,0.442405,-1.99216
0.119394,0.464576,-1.97704
0.1665,0.484829,-1.96156
0.227117,0.504804,-1.95295
0.298772,0.510972,-1.94554
0.35156,0.512268,-1.94457
0.389534,0.512765,-1.95044
0.422404,0.520773,-1.96676
0.458083,0.528615,-1.97933
0.492179,0.537526,-1.98345
0.517293,0.5412,-1.97924
0.539119,0.543499,-1.97373
0.563528,0.546236,-1.97132
0.592055,0.544132,-1.97376
0.620297,0.513027,-1.97405
0.641391,0.47166,-1.98041
0.683026,0.40608,-2.01296
0.705919,0.325876,-2.0203
0.726778,0.262171,-2.01978
0.726697,0.190591,-2.01003
0.730569,0.0922544,-2.01249
0.70899,-0.0015504,-2.00913
0.677371,-0.0628333,-2.00782
0.651693,-0.151982,-2.00477
0.625273,-0.206862,-2.003
0.596214,-0.274372,-1.98876
0.583475,-0.32027,-1.97866
0.579216,-0.373778,-1.9746
0.588064,-0.425033,-1.96811
0.600993,-0.462037,-1.96526
0.613722,-0.499966,-1.96148
0.620408,-0.529809,-1.96062
0.630735,-0.540273,-1.95625
0.639141,-0.536911,-1.96386
0.626665,-0.559037,-1.94881
0.613926,-0.562525,-1.93926
0.526864,-0.589029,-1.89659
0.432446,-0.619973,-1.84075
0.330968,-0.649798,-1.77741
0.226922,-0.672389,-1.71532
0.0564118,-0.674021,-1.61054
-0.0990567,-0.706729,-1.53379
-0.266359,-0.671072,-1.43083
-0.359353,-0.661121,-1.38642
-0.467572,-0.603876,-1.32159
-0.498491,-0.594393,-1.31279
-0.58067,-0.545377,-1.26462
-0.651704,-0.518931,-1.22287
-0.728065,-0.469725,-1.1808
-0.771851,-0.438487,-1.15941
-0.802926,-0.413316,-1.14191
-0.852442,-0.365291,-1.12455
-0.879586,-0.333602,-1.10903
-0.902712,-0.295205,-1.10894
-0.930115,-0.246852,-1.10796
-0.937159,-0.205311,-1.13194
-0.925229,-0.148894,-1.15438
-0.914498,-0.0853332,-1.17885
-0.889218,-0.00290847,-1.22798
-0.878342,0.0673937,-1.26269
-0.857267,0.124419,-1.3054
-0.824889,0.154045,-1.3691
-0.782904,0.179612,-1.41512
-0.747129,0.214098,-1.40521
-0.713354,0.232589,-1.41336
-0.677261,0.247796,-1.42736
-0.66506,0.259035,-1.43183
-0.63271,0.274024,-1.44841
-0.618946,0.284025,-1.44202
-0.586959,0.290902,-1.46254
-0.569648,0.290787,-1.47759
-0.539838,0.288185,-1.5162
-0.492155,0.282007,-1.55283
-0.42994,0.276898,-1.59263
-0.347064,0.26591,-1.63835
-0.258063,0.262099,-1.67792
-0.186097,0.264003,-1.69646
-0.136387,0.255872,-1.69885
-0.0894883,0.24012,-1.70734
-0.0440262,0.237523,-1.72283
0.0098698,0.225437,-1.74535
0.0642316,0.214661,-1.768
0.126406,0.206799,-1.79425
0.165114,0.202523,-1.80581
0.204552,0.200557,-1.82622
0.228402,0.205562,-1.84623
0.25753,0.20648,-1.86787
0.312118,0.19807,-1.90255
0.329593,0.213426,-1.92546
0.362308,0.218907,-1.94652
0.390659,0.231358,-1.98788
0.397929,0.23311,-2.00378
0.402767,0.231752,-2.01135
0.417924,0.230449,-2.02952
0.436884,0.224647,-2.05364
0.457018,0.209606,-2.07357
0.478597,0.19467,-2.09552
0.497392,0.198344,-2.12342
0.496539,0.207413,-2.13277
0.510769,0.20273,-2.14802
0.529427,0.167065,-2.15708
0.545906,0.0897216,-2.15302
0.508396,0.026881,-2.09296
0.465181,-0.0884482,-2.04408
0.43903,-0.195408,-2.0275
0.43187,-0.288059,-2.02862
0.421232,-0.352339,-1.98672
0.403673,-0.417537,-1.93157
0.397838,-0.47425,-1.92245
0.411081,-0.514184,-1.94365
0.402377,-0.575668,-1.93909
0.400939,-0.631471,-1.92993
0.402481,-0.678527,-1.92378
0.407164,-0.71261,-1.92018
0.401356,-0.745989,-1.92625
0.416099,-0.779889,-1.93488
0.406726,-0.802363,-1.92798
0.410261,-0.80246,-1.93101
0.405014,-0.809349,-1.92897
0.403236,-0.813822,-1.92612
0.396795,-0.816468,-1.92248
0.34659,-0.809773,-1.88507
0.293713,-0.796309,-1.83933
0.229276,-0.665867,-1.79479
0.216723,-0.593883,-1.78383
0.148195,-0.443831,-1.75862
0.140657,-0.405746,-1.7686
0.10192,-0.299156,-1.75723
0.0836377,-0.256268,-1.75809
0.0834364,-0.157152,-1.75111
0.0584346,-0.070452,-1.74741
0.0547071,0.0196096,-1.74582
0.015783,0.118188,-1.75269
-0.018189,0.17546,-1.73673
-0.0497165,0.227049,-1.76193
-0.0627374,0.272539,-1.75401
-0.0729629,0.304351,-1.75665
-0.0645447,0.333424,-1.77739
-0.0619273,0.352182,-1.78011
-0.0656907,0.360508,-1.77964
-0.0687131,0.369953,-1.77567
-0.0772195,0.378605,-1.77094
-0.0703485,0.384904,-1.77123
-0.0671894,0.391972,-1.76672
-0.0307445,0.401597,-1.76058
0.00533266,0.401593,-1.75821
0.0770245,0.398225,-1.77097
0.158223,0.370568,-1.77449
0.24884,0.367949,-1.78604
0.318219,0.373161,-1.78454
0.371035,0.390415,-1.78207
0.416494,0.397083,-1.77856
0.470937,0.40828,-1.77902
0.51659,0.418469,-1.78763
0.552692,0.423294,-1.79856
0.575486,0.42735,-1.81374
0.588273,0.426409,-1.83096
0.611041,0.412936,-1.84061
0.638707,0.402937,-1.85474
0.650163,0.382686,-1.86545
0.667084,0.362335,-1.87842
0.686849,0.31832,-1.9093
0.692993,0.236957,-1.95215
0.69285,0.0433059,-1.98522
0.681851,-0.0809016,-2.01192
0.61004,-0.143959,-2.01054
0.581107,-0.230113,-2.0264
0.55088,-0.30317,-2.00106
0.551272,-0.36918,-2.00249
0.5509,-0.40354,-2.00568
0.560843,-0.440934,-2.02786
0.560939,-0.464793,-2.02285
0.574967,-0.480733,-2.0344
0.584432,-0.497542,-2.03696
0.597862,-0.510248,-2.04718
0.607539,-0.520125,-2.05481
0.623967,-0.516108,-2.06976
0.598117,-0.524129,-2.06677
0.535875,-0.529233,-2.03671
0.408805,-0.565493,-1.97682
0.264803,-0.570228,-1.90482
0.0830893,-0.577776,-1.84398
-0.0810788,-0.546828,-1.74215
-0.277183,-0.511801,-1.62345
-0.44365,-0.456229,-1.54235
-0.608178,-0.410172,-1.45761
-0.771827,-0.360111,-1.35105
-0.920108,-0.313522,-1.26743
-1.04227,-0.245111,-1.20569
-1.11473,-0.210311,-1.18685
-1.1652,-0.170556,-1.17251
-1.17183,-0.121059,-1.17039
-1.16273,-0.0778392,-1.17937
-1.12462,-0.0248674,-1.20083
-1.08121,0.00716224,-1.23792
-1.06205,0.0426069,-1.24456
-1.01475,0.0739788,-1.27936
-0.981905,0.110913,-1.28682
-0.917688,0.151796,-1.32661
-0.858501,0.17619,-1.36931
-0.779215,0.207116,-1.39159
-0.678041,0.242262,-1.43344
-0.615954,0.283748,-1.45108
-0.564959,0.312645,-1.51398
-0.492946,0.343521,-1.56908
-0.437511,0.395426,-1.60388
-0.412563,0.41349,-1.64235
-0.392264,0.433564,-1.6718
-0.381556,0.450934,-1.69169
-0.375044,0.447613,-1.69769
-0.349803,0.455101,-1.71524
-0.327486,0.455702,-1.74151
-0.290086,0.442581,-1.78702
-0.240323,0.420728,-1.81505
-0.134913,0.385988,-1.83614
-0.0443632,0.366524,-1.82133
0.0367011,0.329474,-1.8294
0.135406,0.296835,-1.82976
0.220692,0.265536,-1.84215
0.308871,0.25875,-1.8561
0.349208,0.25183,-1.85325
0.37807,0.257049,-1.85233
0.399576,0.262835,-1.85503
0.427966,0.264839,-1.85319
0.449757,0.274226,-1.8491
0.460504,0.278669,-1.85231
0.472378,0.288344,-1.85921
0.486756,0.294486,-1.86653
0.492154,0.298358,-1.86603
0.489431,0.292871,-1.86436
0.457999,0.254539,-1.8587
0.467187,0.2173,-1.88462
0.470573,0.119415,-1.8884
0.484138,-0.0198598,-1.89066
0.470676,-0.0961619,-1.89645
0.446767,-0.199193,-1.87691
0.449453,-0.288696,-1.9105
0.46434,-0.339634,-1.91711
0.482602,-0.415155,-1.92859
0.48228,-0.479773,-1.92127
0.492417,-0.530396,-1.92006
0.508283,-0.566936,-1.92309
0.506735,-0.615932,-1.91187
0.513472,-0.641086,-1.91236
0.520551,-0.656774,-1.90677
0.517521,-0.674514,-1.90119
0.523766,-0.677431,-1.89963
0.520396,-0.687594,-1.89763
0.520573,-0.69372,-1.89674
0.497717,-0.703,-1.87826
0.493866,-0.695753,-1.87788
0.423667,-0.676297,-1.84086
0.397428,-0.614543,-1.83034
0.294077,-0.518809,-1.78327
0.271312,-0.4488,-1.77465
0.205576,-0.320656,-1.73329
0.101314,-0.194288,-1.67136
0.0746324,-0.0549665,-1.64637
0.0578471,0.0252552,-1.68401
0.0761575,0.121701,-1.70818
0.0619468,0.163651,-1.67564
0.061635,0.225808,-1.66687
0.0574636,0.246673,-1.64988
0.0658322,0.288303,-1.65559
0.0697622,0.319128,-1.63893
0.0841476,0.336155,-1.6389
0.0890016,0.34397,-1.63654
0.0976202,0.34755,-1.63865
0.0992639,0.353467,-1.63354
0.108918,0.361297,-1.64499
0.107697,0.36477,-1.64454
0.118155,0.367679,-1.6502
0.125488,0.372168,-1.67534
0.144097,0.378044,-1.68076
0.165028,0.380276,-1.68573
0.208151,0.38528,-1.70174
0.263123,0.391266,-1.71199
0.33248,0.399675,-1.72899
0.413503,0.417703,-1.75723
0.47604,0.432537,-1.78386
0.516957,0.429098,-1.79445
0.564276,0.4294,-1.81675
0.588347,0.421471,-1.82753
0.616697,0.422924,-1.84616
0.635865,0.406759,-1.85491
0.647946,0.368524,-1.854
0.636998,0.287529,-1.83553
0.628402,0.240298,-1.84015
0.599168,0.154033,-1.83407
0.585912,0.0449703,-1.84316
0.587043,-0.0026554,-1.86541
0.581772,-0.0979507,-1.86419
0.579734,-0.164734,-1.85607
0.581602,-0.225832,-1.85694
0.58172,-0.287257,-1.85758
0.556413,-0.366833,-1.85394
0.53993,-0.421549,-1.84338
0.582013,-0.417352,-1.86397
0.599816,-0.417235,-1.87455
0.62537,-0.406908,-1.88925
0.619773,-0.395826,-1.88482
0.608361,-0.391053,-1.8822
0.616674,-0.368429,-1.89242
0.600223,-0.372885,-1.89047
0.593447,-0.367428,-1.89047
0.591135,-0.357081,-1.89225
0.572618,-0.356357,-1.87815
0.546445,-0.352285,-1.874
0.524068,-0.324494,-1.87283
0.507959,-0.335769,-1.86958
0.481111,-0.321364,-1.84646
0.419884,-0.331235,-1.79466
0.348579,-0.309788,-1.74866
0.261701,-0.271525,-1.69005
0.214424,-0.236844,-1.64715
0.153573,-0.212725,-1.5923
0.139017,-0.198755,-1.57404
0.118816,-0.192143,-1.54629
0.102554,-0.18579,-1.53646
0.0890231,-0.175607,-1.53413
0.0812898,-0.175496,-1.53094
0.0819211,-0.173438,-1.53079
0.0681942,-0.17248,-1.51512
0.0655489,-0.171805,-1.51395
0.0652843,-0.17057,-1.51195
0.0653505,-0.169442,-1.50895
0.0637294,-0.169196,-1.50632
0.0635706,-0.167236,-1.50492
0.0628882,-0.16532,-1.50087
0.0604768,-0.164684,-1.49759
0.0615789,-0.163908,-1.49789
0.0589996,-0.16433,-1.49474
0.0605716,-0.163656,-1.49606
0.0581707,-0.163076,-1.49356
0.0593797,-0.162526,-1.49391
0.05913,-0.162514,-1.4912
0.0604722,-0.163201,-1.49087
0.0589658,-0.163109,-1.48905
0.058965,-0.163194,-1.48844
0.0578063,-0.162897,-1.48715
0.0568765,-0.163507,-1.48559
0.0562614,-0.163056,-1.48487
0.0569733,-0.164641,-1.48195
0.0567336,-0.163527,-1.47987
0.0569328,-0.164162,-1.47865
0.0577049,-0.163865,-1.47843
0.0568785,-0.163624,-1.47657
0.0570158,-0.163442,-1.47627
0.056114,-0.163431,-1.47401
0.0557425,-0.163205,-1.47381
0.0555092,-0.163692,-1.47279
0.0551302,-0.163541,-1.4723
0.0548172,-0.163513,-1.47246
0.0538107,-0.163782,-1.47181
0.0531558,-0.163924,-1.47174
0.0526634,-0.164219,-1.47148
0.0522755,-0.164096,-1.4715
0.0524269,-0.164225,-1.47126
0.0518849,-0.16445,-1.47084
0.0516601,-0.164668,-1.47058
0.0517122,-0.164854,-1.47041
0.051303,-0.164587,-1.46985
0.0503611,-0.165079,-1.46938
0.0511409,-0.164537,-1.47035
0.0489033,-0.164715,-1.46866
0.048387,-0.164795,-1.4694
0.047295,-0.166075,-1.46791
0.0449691,-0.166923,-1.4673
0.0408928,-0.169816,-1.46499
0.0365689,-0.171104,-1.46431
0.0307917,-0.174178,-1.462
0.0280525,-0.176215,-1.46127
0.0248068,-0.177562,-1.4599
0.0235951,-0.179104,-1.45952
0.017098,-0.180452,-1.4564
0.0111623,-0.183291,-1.4568
-0.00125557,-0.188404,-1.46108
0.00334926,-0.187575,-1.46765
-0.00131145,-0.185459,-1.46659
-0.00692302,-0.182471,-1.46947
-0.00735016,-0.180187,-1.47318
-0.0104084,-0.180381,-1.47233
-0.0111148,-0.180463,-1.47414
-0.0150876,-0.181292,-1.47442
-0.0139755,-0.182346,-1.47635
-0.020742,-0.18649,-1.47385
-0.02622,-0.19312,-1.48107
-0.0363763,-0.212996,-1.4849
-0.0366901,-0.224627,-1.4971
-0.0427489,-0.229683,-1.49418
-0.0451894,-0.230497,-1.49204
-0.0472755,-0.230236,-1.49363
-0.0482592,-0.227938,-1.49215
-0.0507958,-0.226153,-1.48881
-0.0496488,-0.225443,-1.49007
-0.0476475,-0.226528,-1.48945
-0.0469809,-0.227578,-1.48842
-0.0494533,-0.227304,-1.48817
-0.0508267,-0.226505,-1.48913
-0.0514312,-0.226796,-1.48983
-0.0511339,-0.226907,-1.48932
-0.0499655,-0.22703,-1.48903
-0.0492804,-0.226677,-1.4884
-0.0488109,-0.22588,-1.4885
-0.0495976,-0.225512,-1.48842
-0.0467528,-0.224733,-1.48973
-0.0505935,-0.221158,-1.4903
-0.0540457,-0.22051,-1.49554
-0.0538187,-0.220574,-1.49877
-0.0531404,-0.221254,-1.49888
-0.0544848,-0.221138,-1.49776
-0.0556105,-0.221579,-1.49773
-0.0559627,-0.222173,-1.49732
-0.0549669,-0.223289,-1.49684
-0.054444,-0.223827,-1.49579
-0.0543842,-0.223644,-1.49611
-0.054039,-0.223193,-1.49504
-0.0548858,-0.222508,-1.49499
-0.0548447,-0.223201,-1.49559
-0.0555392,-0.223211,-1.49518
-0.0555531,-0.224048,-1.49527
-0.055645,-0.224364,-1.49515
-0.0556732,-0.224552,-1.49533
-0.0561246,-0.224563,-1.49503
-0.0575211,-0.224837,-1.49611
-0.0594168,-0.226083,-1.4981
-0.0592728,-0.226148,-1.50084
-0.0594669,-0.22669,-1.49912
-0.0581865,-0.225097,-1.50007
-0.0583555,-0.225093,-1.49911
-0.0578225,-0.225035,-1.50069
-0.0574208,-0.225517,-1.50042
-0.0602088,-0.225155,-1.5009
-0.0647404,-0.227024,-1.50134
-0.0823128,-0.234577,-1.50107
-0.0969019,-0.239951,-1.50575
-0.121166,-0.242717,-1.50524
-0.139135,-0.24727,-1.51433
-0.149898,-0.250113,-1.52374
-0.161627,-0.252285,-1.52814
-0.162297,-0.254411,-1.5316
-0.169173,-0.258604,-1.53226
-0.167036,-0.258068,-1.53763
-0.171544,-0.257642,-1.53646
-0.171264,-0.257545,-1.54201
-0.175055,-0.258073,-1.54088
-0.174607,-0.257616,-1.54404
-0.175216,-0.255668,-1.5447
-0.175769,-0.255756,-1.54576
-0.175196,-0.256164,-1.54583
-0.176186,-0.256489,-1.54571
-0.177001,-0.257038,-1.54635
-0.178022,-0.257637,-1.54762
